customerID,tenure,Contract,InternetService,MonthlyCharges,churn_probability,risk_tier
2957-JIRMN,62,One year,Fiber optic,84.45,16.4,🟢 Low risk
2925-MXLSX,30,One year,DSL,68.95,16.4,🟢 Low risk
3363-EWLGO,5,Month-to-month,No,19.95,16.4,🟢 Low risk
6621-YOBKI,5,Month-to-month,No,20.35,16.4,🟢 Low risk
6377-KSLXC,5,Month-to-month,No,19.95,16.4,🟢 Low risk
8970-ANWXO,23,One year,DSL,73.75,16.3,🟢 Low risk
8496-DMZUK,30,One year,Fiber optic,90.4,16.3,🟢 Low risk
8865-TNMNX,10,One year,DSL,49.55,16.3,🟢 Low risk
5837-LXSDN,21,One year,DSL,58.85,16.3,🟢 Low risk
5285-MVEHD,56,One year,Fiber optic,105.6,16.3,🟢 Low risk
4083-BFNYK,38,One year,Fiber optic,95.0,16.3,🟢 Low risk
0257-KXZGU,32,Month-to-month,DSL,62.45,16.3,🟢 Low risk
6576-FBXOJ,17,One year,DSL,54.6,16.3,🟢 Low risk
5149-CUZUJ,28,One year,Fiber optic,92.9,16.2,🟢 Low risk
8474-UMLNT,13,Month-to-month,DSL,67.8,16.2,🟢 Low risk
3070-BDOQC,60,Two year,Fiber optic,99.65,16.2,🟢 Low risk
0580-PIQHM,41,One year,Fiber optic,101.6,16.2,🟢 Low risk
1346-PJWTK,61,Month-to-month,Fiber optic,94.15,16.2,🟢 Low risk
9962-BFPDU,1,Month-to-month,No,20.05,16.2,🟢 Low risk
3633-CDBUW,17,One year,DSL,80.85,16.2,🟢 Low risk
5140-FOMCQ,59,One year,Fiber optic,109.15,16.2,🟢 Low risk
0516-UXRMT,62,One year,Fiber optic,92.05,16.1,🟢 Low risk
5298-GSTLM,60,One year,Fiber optic,101.4,16.1,🟢 Low risk
2080-SRCDE,1,Month-to-month,No,25.4,16.1,🟢 Low risk
3373-YZZYM,1,Month-to-month,No,19.2,16.1,🟢 Low risk
0247-SLUJI,1,Month-to-month,No,19.7,16.1,🟢 Low risk
6907-CQGPN,29,Month-to-month,DSL,34.3,16.1,🟢 Low risk
4472-VESGY,52,Month-to-month,Fiber optic,98.15,16.1,🟢 Low risk
6583-SZVGP,48,Two year,Fiber optic,108.1,16.1,🟢 Low risk
1153-GNOLC,33,One year,DSL,39.1,16.1,🟢 Low risk
2346-DJQTB,35,Month-to-month,DSL,24.15,16.0,🟢 Low risk
8715-KKTFG,61,One year,Fiber optic,103.3,16.0,🟢 Low risk
5701-SVCWR,1,Month-to-month,No,24.0,16.0,🟢 Low risk
2277-BKJKN,71,Two year,Fiber optic,99.2,16.0,🟢 Low risk
0080-EMYVY,14,One year,DSL,51.45,16.0,🟢 Low risk
0297-RBCSG,19,One year,DSL,65.35,16.0,🟢 Low risk
8734-FNWVH,31,Month-to-month,DSL,59.7,16.0,🟢 Low risk
1768-HNVGJ,45,Month-to-month,DSL,70.05,16.0,🟢 Low risk
8706-HRADD,21,Month-to-month,DSL,43.55,16.0,🟢 Low risk
6994-FGRHH,70,One year,Fiber optic,106.15,16.0,🟢 Low risk
5968-XQIVE,72,One year,Fiber optic,89.7,15.9,🟢 Low risk
7078-NVFAM,32,Month-to-month,DSL,35.15,15.9,🟢 Low risk
4816-OKWNX,50,One year,Fiber optic,103.4,15.9,🟢 Low risk
9618-LFJRU,4,Month-to-month,No,20.45,15.9,🟢 Low risk
9364-YKUVW,15,Month-to-month,No,19.8,15.9,🟢 Low risk
1202-KKGFU,12,Month-to-month,DSL,54.2,15.9,🟢 Low risk
6490-FGZAT,6,Month-to-month,No,20.65,15.8,🟢 Low risk
3858-XHYJO,40,One year,Fiber optic,105.75,15.8,🟢 Low risk
5850-BDWCY,6,Month-to-month,No,20.2,15.8,🟢 Low risk
2928-HLDBA,6,Month-to-month,No,20.7,15.8,🟢 Low risk
0289-IVARM,35,Month-to-month,DSL,60.55,15.8,🟢 Low risk
9402-CXWPL,70,One year,Fiber optic,98.9,15.8,🟢 Low risk
0285-INHLN,27,Month-to-month,DSL,54.75,15.8,🟢 Low risk
9609-BENEA,35,One year,DSL,69.0,15.8,🟢 Low risk
6972-SNKKW,6,Month-to-month,No,20.0,15.8,🟢 Low risk
9833-TGFHX,42,One year,Fiber optic,97.1,15.8,🟢 Low risk
1360-RCYRT,23,Month-to-month,DSL,30.35,15.8,🟢 Low risk
3038-PQIUY,38,Month-to-month,DSL,66.15,15.7,🟢 Low risk
8905-IAZPF,69,One year,Fiber optic,95.65,15.7,🟢 Low risk
7134-MJPDY,66,One year,Fiber optic,102.85,15.7,🟢 Low risk
2812-SFXMJ,1,Month-to-month,No,20.05,15.7,🟢 Low risk
3675-EQOZA,5,Month-to-month,No,20.65,15.7,🟢 Low risk
7968-QUXNS,6,Month-to-month,No,18.95,15.7,🟢 Low risk
0927-CNGRH,1,Month-to-month,No,19.55,15.7,🟢 Low risk
4291-HPAXL,1,Month-to-month,No,19.85,15.7,🟢 Low risk
7879-CGSFV,55,One year,Fiber optic,100.9,15.7,🟢 Low risk
3645-DEYGF,1,Month-to-month,No,20.75,15.7,🟢 Low risk
7105-MXJLL,26,One year,DSL,60.7,15.6,🟢 Low risk
8100-HZZLJ,43,Month-to-month,DSL,63.95,15.6,🟢 Low risk
4712-AUQZO,18,Month-to-month,DSL,33.6,15.6,🟢 Low risk
4495-LHSSK,18,Month-to-month,DSL,57.65,15.6,🟢 Low risk
1755-RMCXH,2,Month-to-month,No,20.3,15.6,🟢 Low risk
6258-NGCNG,7,Month-to-month,No,23.5,15.6,🟢 Low risk
6873-UDNLD,40,Month-to-month,DSL,67.45,15.5,🟢 Low risk
4182-BGSIQ,10,Month-to-month,No,19.8,15.5,🟢 Low risk
6797-UCJHZ,66,One year,Fiber optic,104.6,15.5,🟢 Low risk
7605-SNLQG,45,Month-to-month,DSL,50.25,15.5,🟢 Low risk
5081-NWSUP,10,One year,DSL,64.9,15.4,🟢 Low risk
4189-NAKJS,26,One year,DSL,51.55,15.4,🟢 Low risk
0997-YTLNY,19,Month-to-month,DSL,48.8,15.4,🟢 Low risk
2801-NISEI,24,Month-to-month,DSL,54.95,15.4,🟢 Low risk
7663-ZTEGJ,29,One year,Fiber optic,100.55,15.4,🟢 Low risk
6733-LRIZX,35,Two year,Fiber optic,108.95,15.4,🟢 Low risk
5084-OOVCJ,17,Month-to-month,DSL,55.35,15.3,🟢 Low risk
1925-GMVBW,5,Month-to-month,No,20.55,15.3,🟢 Low risk
2452-SNHFZ,47,Month-to-month,Fiber optic,75.45,15.3,🟢 Low risk
6671-NGWON,7,Month-to-month,No,20.35,15.3,🟢 Low risk
8944-AILEF,15,Month-to-month,No,19.45,15.3,🟢 Low risk
9571-EDEBV,71,One year,Fiber optic,98.65,15.3,🟢 Low risk
0750-EKNGL,7,Month-to-month,No,20.75,15.3,🟢 Low risk
3086-RUCRN,66,Month-to-month,Fiber optic,103.1,15.3,🟢 Low risk
3011-WQKSZ,19,Month-to-month,No,20.0,15.3,🟢 Low risk
3530-CRZSB,7,Month-to-month,No,20.65,15.3,🟢 Low risk
1309-XGFSN,52,One year,DSL,80.85,15.3,🟢 Low risk
9644-KVCNC,66,One year,Fiber optic,92.15,15.2,🟢 Low risk
7123-WQUHX,38,One year,Fiber optic,95.0,15.2,🟢 Low risk
2159-TURXX,5,Month-to-month,No,20.05,15.2,🟢 Low risk
2320-YKQBO,7,Month-to-month,No,19.3,15.2,🟢 Low risk
1810-BOHSY,51,One year,Fiber optic,96.4,15.2,🟢 Low risk
5151-HQRDG,37,Month-to-month,DSL,55.05,15.2,🟢 Low risk
2692-AQCPF,65,One year,Fiber optic,108.05,15.2,🟢 Low risk
0330-BGYZE,60,One year,Fiber optic,102.5,15.2,🟢 Low risk
3199-NPKCN,67,One year,Fiber optic,111.25,15.1,🟢 Low risk
0961-ZWLVI,49,One year,Fiber optic,109.2,15.1,🟢 Low risk
6202-JVYEU,9,One year,No,19.9,15.1,🟢 Low risk
7622-NXQZR,28,Month-to-month,DSL,30.1,15.1,🟢 Low risk
5481-NTDOH,67,One year,Fiber optic,107.05,15.1,🟢 Low risk
5345-BMKWB,8,Month-to-month,No,20.25,15.1,🟢 Low risk
7094-MSZAO,10,Month-to-month,No,20.05,15.1,🟢 Low risk
2410-CIYFZ,2,Month-to-month,No,20.4,15.1,🟢 Low risk
7787-BNTZM,6,Month-to-month,No,20.15,15.1,🟢 Low risk
0484-FFVBJ,32,One year,DSL,64.85,15.1,🟢 Low risk
3156-QLHBO,2,Month-to-month,No,19.25,15.1,🟢 Low risk
6341-AEVKX,62,One year,Fiber optic,104.3,15.0,🟢 Low risk
1545-ACTAS,48,One year,Fiber optic,99.7,15.0,🟢 Low risk
1465-WCZVT,3,Month-to-month,No,19.65,15.0,🟢 Low risk
2040-OBMLJ,31,One year,Fiber optic,81.7,15.0,🟢 Low risk
7080-TNUWP,70,One year,Fiber optic,95.0,15.0,🟢 Low risk
5921-NGYRH,64,Month-to-month,Fiber optic,73.55,15.0,🟢 Low risk
2931-VUVJN,59,One year,Fiber optic,94.05,15.0,🟢 Low risk
0678-RLHVP,53,Two year,Fiber optic,105.55,15.0,🟢 Low risk
6574-MCOEH,33,One year,DSL,79.15,15.0,🟢 Low risk
0523-VNGTF,52,Month-to-month,DSL,50.5,14.9,🟢 Low risk
7785-RDVIG,3,Month-to-month,No,19.3,14.9,🟢 Low risk
6035-BXTTY,32,Month-to-month,DSL,54.65,14.9,🟢 Low risk
0440-UEDAI,53,One year,Fiber optic,94.45,14.9,🟢 Low risk
8216-AZUUZ,42,Two year,Fiber optic,100.4,14.9,🟢 Low risk
1360-XFJMR,67,One year,Fiber optic,109.7,14.8,🟢 Low risk
9475-NNDGC,71,One year,Fiber optic,113.15,14.8,🟢 Low risk
4323-OHFOW,70,One year,Fiber optic,105.55,14.8,🟢 Low risk
4274-DRSQT,66,One year,Fiber optic,88.9,14.8,🟢 Low risk
0689-DSXGL,52,Month-to-month,Fiber optic,85.8,14.7,🟢 Low risk
9970-QBCDA,6,Month-to-month,No,19.7,14.7,🟢 Low risk
1352-VHKAJ,27,Month-to-month,DSL,71.6,14.7,🟢 Low risk
3537-RYBHH,47,Month-to-month,DSL,67.45,14.7,🟢 Low risk
5740-YHGTW,70,Month-to-month,Fiber optic,97.55,14.7,🟢 Low risk
5197-PYEPU,42,One year,Fiber optic,94.45,14.7,🟢 Low risk
9798-DRYDS,17,One year,DSL,61.95,14.7,🟢 Low risk
7089-XXAYG,25,One year,DSL,38.1,14.6,🟢 Low risk
0377-JBKKT,22,Month-to-month,DSL,57.95,14.6,🟢 Low risk
5732-IKGQH,52,One year,Fiber optic,104.45,14.6,🟢 Low risk
7764-BDPEE,3,Month-to-month,No,20.85,14.6,🟢 Low risk
9554-DFKIC,30,Month-to-month,DSL,54.45,14.6,🟢 Low risk
6979-TNDEU,8,Month-to-month,No,19.2,14.6,🟢 Low risk
5240-CAOYT,57,Month-to-month,Fiber optic,87.55,14.6,🟢 Low risk
7521-YXVZY,3,Month-to-month,No,19.95,14.5,🟢 Low risk
5811-IWXYM,52,One year,Fiber optic,101.25,14.5,🟢 Low risk
3752-CQSJI,13,Month-to-month,No,20.45,14.5,🟢 Low risk
5074-FBGHB,64,One year,Fiber optic,104.65,14.5,🟢 Low risk
7184-LRUUR,22,One year,DSL,65.25,14.5,🟢 Low risk
0489-WMEMG,23,One year,DSL,49.45,14.5,🟢 Low risk
2972-YDYUW,57,One year,Fiber optic,94.7,14.5,🟢 Low risk
8947-YRTDV,32,One year,Fiber optic,94.8,14.5,🟢 Low risk
7219-TLZHO,4,Month-to-month,No,20.85,14.4,🟢 Low risk
9518-IMLHK,31,Month-to-month,DSL,72.45,14.4,🟢 Low risk
5150-LJNSR,31,One year,Fiber optic,98.05,14.4,🟢 Low risk
8091-TTVAX,58,One year,Fiber optic,100.35,14.4,🟢 Low risk
8017-UVSZU,40,Month-to-month,DSL,56.6,14.4,🟢 Low risk
7163-OCEQI,22,One year,DSL,78.65,14.4,🟢 Low risk
9114-AAFQH,48,One year,DSL,65.65,14.4,🟢 Low risk
0594-UFTUL,13,Month-to-month,No,19.85,14.4,🟢 Low risk
0620-XEFWH,4,Month-to-month,No,18.85,14.4,🟢 Low risk
0142-GVYSN,26,Month-to-month,No,20.3,14.3,🟢 Low risk
0931-MHTEM,54,One year,Fiber optic,100.05,14.3,🟢 Low risk
2486-WYVVE,31,One year,DSL,79.3,14.3,🟢 Low risk
4525-VZCZG,54,One year,Fiber optic,105.85,14.3,🟢 Low risk
3126-WQMGH,49,Month-to-month,DSL,52.15,14.3,🟢 Low risk
7217-JYHOQ,24,Month-to-month,DSL,70.3,14.3,🟢 Low risk
1237-WIYYZ,18,Month-to-month,No,19.55,14.2,🟢 Low risk
2252-JHJGE,61,One year,Fiber optic,104.0,14.2,🟢 Low risk
0136-IFMYD,69,Two year,Fiber optic,109.95,14.2,🟢 Low risk
4429-WYGFR,26,Month-to-month,DSL,49.15,14.2,🟢 Low risk
8190-ZTQFB,41,One year,DSL,51.35,14.2,🟢 Low risk
8259-NFJTV,7,Month-to-month,DSL,34.65,14.2,🟢 Low risk
0787-LHDYT,16,Month-to-month,No,20.6,14.2,🟢 Low risk
8845-LWKGE,30,One year,DSL,64.5,14.2,🟢 Low risk
0206-TBWLC,54,One year,Fiber optic,114.65,14.2,🟢 Low risk
6749-UTDVX,72,Two year,Fiber optic,103.65,14.2,🟢 Low risk
7824-PANSQ,58,Month-to-month,Fiber optic,80.65,14.2,🟢 Low risk
5985-BEHZK,72,One year,Fiber optic,105.0,14.2,🟢 Low risk
0233-FTHAV,60,One year,Fiber optic,79.2,14.1,🟢 Low risk
5168-MQQCA,72,One year,Fiber optic,108.5,14.1,🟢 Low risk
0310-VQXAM,9,Month-to-month,No,19.85,14.1,🟢 Low risk
4568-TTZRT,9,Month-to-month,No,20.4,14.1,🟢 Low risk
4332-MUOEZ,20,One year,Fiber optic,94.3,14.1,🟢 Low risk
6278-FEPBZ,9,Month-to-month,No,20.25,14.1,🟢 Low risk
0036-IHMOT,55,One year,Fiber optic,103.7,14.1,🟢 Low risk
9972-NKTFD,28,Month-to-month,DSL,54.65,14.1,🟢 Low risk
1991-VOPLL,9,Month-to-month,No,19.05,14.0,🟢 Low risk
7964-ZRKKG,67,One year,Fiber optic,88.4,14.0,🟢 Low risk
8050-WYBND,22,One year,DSL,49.45,14.0,🟢 Low risk
1347-KTTTA,64,One year,Fiber optic,102.45,14.0,🟢 Low risk
3786-WOVKF,72,One year,Fiber optic,106.85,14.0,🟢 Low risk
4450-MDZFX,60,Month-to-month,Fiber optic,74.35,14.0,🟢 Low risk
6617-WLBQC,23,One year,Fiber optic,81.85,14.0,🟢 Low risk
0750-EBAIU,52,One year,Fiber optic,91.25,13.9,🟢 Low risk
7868-BGSZA,43,One year,DSL,80.2,13.9,🟢 Low risk
7595-EHCDL,32,Month-to-month,DSL,50.6,13.9,🟢 Low risk
7777-UNYHB,12,Month-to-month,No,20.1,13.9,🟢 Low risk
1179-INLAT,3,One year,No,19.45,13.9,🟢 Low risk
3039-MJSLN,3,Month-to-month,No,20.2,13.8,🟢 Low risk
8963-MQVYN,22,Month-to-month,No,20.55,13.8,🟢 Low risk
2898-MRKPI,68,One year,Fiber optic,101.05,13.8,🟢 Low risk
8220-OCUFY,21,One year,DSL,60.25,13.8,🟢 Low risk
1257-SXUXQ,5,Month-to-month,No,19.45,13.8,🟢 Low risk
2560-PPCHE,65,One year,Fiber optic,105.05,13.8,🟢 Low risk
4644-PIZRT,17,One year,DSL,70.35,13.8,🟢 Low risk
1142-IHLOO,51,One year,Fiber optic,87.55,13.8,🟢 Low risk
3450-WXOAT,46,Month-to-month,DSL,45.2,13.7,🟢 Low risk
0098-BOWSO,27,Month-to-month,No,19.4,13.7,🟢 Low risk
5376-PCKNB,72,One year,Fiber optic,104.45,13.7,🟢 Low risk
0708-SJDIS,34,Month-to-month,DSL,65.0,13.7,🟢 Low risk
4011-ARPHK,27,Month-to-month,DSL,50.35,13.7,🟢 Low risk
5756-JYOJT,11,One year,DSL,64.9,13.7,🟢 Low risk
4726-DLWQN,50,Month-to-month,DSL,70.35,13.7,🟢 Low risk
6794-HKIAJ,62,Month-to-month,Fiber optic,90.7,13.7,🟢 Low risk
2023-VQFDL,18,Month-to-month,No,19.0,13.6,🟢 Low risk
2791-SFVEW,9,Month-to-month,No,20.15,13.6,🟢 Low risk
2478-EEWWM,59,Month-to-month,DSL,44.3,13.6,🟢 Low risk
3253-HKOKL,52,One year,Fiber optic,100.3,13.6,🟢 Low risk
8433-WPJTV,65,One year,Fiber optic,103.9,13.6,🟢 Low risk
5832-TRLPB,29,One year,DSL,75.35,13.5,🟢 Low risk
1353-GHZOS,22,One year,DSL,59.75,13.5,🟢 Low risk
6092-QZVPP,36,Month-to-month,DSL,79.2,13.5,🟢 Low risk
7544-ZVIKX,58,One year,Fiber optic,105.05,13.5,🟢 Low risk
1297-VQDRP,68,One year,Fiber optic,107.15,13.5,🟢 Low risk
8008-ESFLK,53,One year,Fiber optic,110.5,13.5,🟢 Low risk
1222-LRYKO,6,Month-to-month,No,26.35,13.5,🟢 Low risk
5440-VHLUL,69,One year,Fiber optic,105.2,13.4,🟢 Low risk
3428-MMGUB,60,Two year,Fiber optic,89.55,13.4,🟢 Low risk
2234-XADUH,72,One year,Fiber optic,103.2,13.4,🟢 Low risk
1371-WEPDS,40,One year,DSL,55.8,13.4,🟢 Low risk
9294-TDIPC,5,Month-to-month,No,20.2,13.4,🟢 Low risk
4374-YMUSQ,34,One year,Fiber optic,116.25,13.4,🟢 Low risk
5863-OOKCL,10,Month-to-month,No,18.85,13.4,🟢 Low risk
4002-BQWPQ,25,Month-to-month,DSL,81.75,13.3,🟢 Low risk
0665-XHDJU,72,Two year,Fiber optic,99.4,13.3,🟢 Low risk
2450-ZKEED,11,One year,DSL,53.8,13.3,🟢 Low risk
7727-SHVZV,9,Month-to-month,No,19.5,13.3,🟢 Low risk
3714-XPXBW,37,Month-to-month,DSL,78.9,13.3,🟢 Low risk
6164-HXUGH,6,Month-to-month,No,19.85,13.3,🟢 Low risk
2250-IVBWA,64,Month-to-month,Fiber optic,81.05,13.3,🟢 Low risk
3077-RSNTJ,6,Month-to-month,No,19.7,13.3,🟢 Low risk
3209-ZPKFI,47,Month-to-month,DSL,54.25,13.3,🟢 Low risk
7803-XOCCZ,52,Month-to-month,Fiber optic,84.05,13.3,🟢 Low risk
3724-UCSHY,6,Month-to-month,No,19.55,13.3,🟢 Low risk
3733-UOCWF,61,One year,Fiber optic,85.55,13.2,🟢 Low risk
7746-QYVCO,16,One year,DSL,55.85,13.2,🟢 Low risk
2946-KIQSP,35,Month-to-month,DSL,33.45,13.2,🟢 Low risk
7159-NOKYQ,67,Two year,Fiber optic,93.15,13.2,🟢 Low risk
5913-INRQV,34,One year,Fiber optic,90.15,13.2,🟢 Low risk
9036-CSKBW,51,One year,Fiber optic,107.45,13.2,🟢 Low risk
7356-AYNJP,4,One year,No,23.9,13.2,🟢 Low risk
2923-ARZLG,0,One year,No,19.7,13.1,🟢 Low risk
0516-QREYC,24,Month-to-month,No,20.3,13.1,🟢 Low risk
4504-YOULA,35,Month-to-month,DSL,59.45,13.1,🟢 Low risk
1163-ONYEY,41,Month-to-month,DSL,74.55,13.1,🟢 Low risk
2242-MFOTG,33,One year,Fiber optic,80.1,13.1,🟢 Low risk
5195-KPUNQ,53,One year,Fiber optic,96.75,13.0,🟢 Low risk
1877-HKBQX,11,One year,DSL,54.6,13.0,🟢 Low risk
1397-XKKWR,7,One year,DSL,35.3,13.0,🟢 Low risk
9894-QMIMJ,23,One year,DSL,55.8,13.0,🟢 Low risk
9932-WBWIK,11,Month-to-month,No,20.35,13.0,🟢 Low risk
6728-DKUCO,72,One year,Fiber optic,104.15,13.0,🟢 Low risk
5396-IZEPB,9,Month-to-month,No,19.7,13.0,🟢 Low risk
1921-KYSAY,41,One year,DSL,68.6,13.0,🟢 Low risk
2371-JUNGC,11,Month-to-month,No,20.25,13.0,🟢 Low risk
9929-PLVPA,4,Month-to-month,No,20.4,13.0,🟢 Low risk
9522-ZSINC,13,One year,No,19.95,13.0,🟢 Low risk
9143-CANJF,24,Month-to-month,DSL,55.15,12.9,🟢 Low risk
3863-QSTYI,59,Month-to-month,DSL,64.65,12.9,🟢 Low risk
4719-UMSIY,6,Month-to-month,No,19.65,12.9,🟢 Low risk
5774-XZTQC,7,Month-to-month,No,20.45,12.9,🟢 Low risk
9107-UKCKY,61,One year,DSL,79.8,12.9,🟢 Low risk
1345-GKDZZ,6,Month-to-month,No,19.55,12.9,🟢 Low risk
4833-QTJNO,67,Month-to-month,Fiber optic,83.85,12.9,🟢 Low risk
4732-RRJZC,7,Month-to-month,No,20.25,12.9,🟢 Low risk
7623-HKYRK,6,Month-to-month,No,19.7,12.9,🟢 Low risk
6281-FKEWS,44,One year,DSL,49.05,12.9,🟢 Low risk
3012-VFFMN,7,Month-to-month,No,20.65,12.9,🟢 Low risk
4682-BLBUC,44,One year,DSL,70.95,12.9,🟢 Low risk
1017-FBQMM,62,One year,Fiber optic,106.05,12.8,🟢 Low risk
4829-ZLJTK,72,Two year,Fiber optic,112.4,12.8,🟢 Low risk
2805-EDJPQ,56,One year,Fiber optic,99.75,12.8,🟢 Low risk
4700-UBQMV,21,One year,DSL,75.9,12.8,🟢 Low risk
4422-QVIJA,35,Month-to-month,DSL,50.15,12.7,🟢 Low risk
6837-HAEVO,69,Two year,Fiber optic,105.0,12.7,🟢 Low risk
2001-EWBQU,60,Two year,Fiber optic,104.7,12.7,🟢 Low risk
8401-EMUWF,42,Month-to-month,DSL,69.4,12.7,🟢 Low risk
9746-MDMBK,47,One year,Fiber optic,113.45,12.7,🟢 Low risk
8942-DBMHZ,12,Month-to-month,No,20.45,12.6,🟢 Low risk
6648-INWPS,16,Month-to-month,No,20.15,12.6,🟢 Low risk
1539-LNKHM,12,Month-to-month,No,20.4,12.6,🟢 Low risk
5397-TUPSH,65,One year,Fiber optic,70.95,12.6,🟢 Low risk
3623-FQBOX,21,Month-to-month,No,19.95,12.6,🟢 Low risk
6838-HVLXG,12,Month-to-month,No,20.3,12.6,🟢 Low risk
2428-ZMCTB,10,Month-to-month,No,19.75,12.6,🟢 Low risk
9357-UJRUN,24,One year,DSL,58.35,12.6,🟢 Low risk
2408-PSJVE,44,Month-to-month,DSL,61.9,12.5,🟢 Low risk
6502-KUGLL,14,Month-to-month,DSL,59.45,12.5,🟢 Low risk
9470-RTWDV,26,One year,DSL,82.0,12.5,🟢 Low risk
6743-HHQPF,42,Month-to-month,DSL,25.1,12.5,🟢 Low risk
4119-ZYPZY,71,Two year,Fiber optic,106.8,12.5,🟢 Low risk
9256-JTBNZ,11,Month-to-month,No,20.3,12.5,🟢 Low risk
1159-WFSGR,16,Month-to-month,No,20.4,12.5,🟢 Low risk
1563-IWQEX,12,Month-to-month,No,19.7,12.5,🟢 Low risk
9114-VEPUF,62,One year,Fiber optic,96.1,12.5,🟢 Low risk
3181-MIZBN,16,Month-to-month,No,19.75,12.5,🟢 Low risk
0380-ZCSBI,10,Month-to-month,No,20.0,12.5,🟢 Low risk
3318-ISQFQ,20,Month-to-month,No,19.5,12.5,🟢 Low risk
9367-TCUYN,12,Month-to-month,No,20.1,12.5,🟢 Low risk
9504-DSHWM,20,Month-to-month,DSL,59.2,12.5,🟢 Low risk
0824-VWDPO,45,One year,Fiber optic,96.75,12.5,🟢 Low risk
3642-GKTCT,61,One year,Fiber optic,115.1,12.5,🟢 Low risk
2739-CCZMB,5,Month-to-month,No,20.35,12.5,🟢 Low risk
3750-RNQKR,12,Month-to-month,No,19.45,12.5,🟢 Low risk
8409-WQJUX,25,One year,DSL,54.2,12.5,🟢 Low risk
7311-MQJCH,5,One year,No,19.55,12.4,🟢 Low risk
4079-VTGLK,30,Two year,DSL,74.85,12.4,🟢 Low risk
6137-MFAJN,48,Month-to-month,DSL,44.8,12.4,🟢 Low risk
4020-KIUDI,6,Month-to-month,No,19.85,12.4,🟢 Low risk
0373-AIVNJ,9,One year,DSL,39.55,12.4,🟢 Low risk
8984-EYLLL,64,Two year,Fiber optic,105.25,12.4,🟢 Low risk
4622-YNKIJ,33,Two year,Fiber optic,88.95,12.4,🟢 Low risk
2908-ZTPNF,36,Month-to-month,DSL,34.85,12.4,🟢 Low risk
9308-ANMVE,47,Month-to-month,DSL,55.3,12.4,🟢 Low risk
8080-POTJR,30,One year,DSL,79.3,12.3,🟢 Low risk
8561-NMTBD,67,One year,Fiber optic,112.35,12.3,🟢 Low risk
3099-OONVS,25,Month-to-month,DSL,54.3,12.3,🟢 Low risk
5223-UZAVK,64,One year,Fiber optic,100.3,12.3,🟢 Low risk
3680-CTHUH,60,One year,Fiber optic,116.6,12.3,🟢 Low risk
0557-ASKVU,18,One year,DSL,54.4,12.3,🟢 Low risk
0810-BDHAW,24,One year,DSL,78.4,12.3,🟢 Low risk
3635-JBPSG,15,Two year,DSL,38.8,12.3,🟢 Low risk
6784-XYJAE,36,One year,DSL,55.8,12.3,🟢 Low risk
2001-MCUUW,46,Two year,Fiber optic,108.65,12.3,🟢 Low risk
9867-NNXLC,22,Month-to-month,No,20.05,12.2,🟢 Low risk
1810-MVMAI,30,Month-to-month,DSL,67.6,12.2,🟢 Low risk
6402-SSEJG,25,One year,DSL,61.05,12.2,🟢 Low risk
8221-EQDGL,35,Month-to-month,DSL,61.0,12.2,🟢 Low risk
6035-RIIOM,54,Two year,Fiber optic,97.2,12.1,🟢 Low risk
8929-KSWIH,25,Two year,Fiber optic,99.3,12.1,🟢 Low risk
5693-PIPCS,41,Two year,Fiber optic,99.65,12.1,🟢 Low risk
6198-PNNSZ,56,One year,Fiber optic,109.8,12.1,🟢 Low risk
6368-NWMCE,38,Month-to-month,DSL,68.15,12.1,🟢 Low risk
7629-WFGLW,56,One year,Fiber optic,95.65,12.0,🟢 Low risk
4623-ZKHLY,22,Month-to-month,No,20.45,12.0,🟢 Low risk
1850-AKQEP,8,Month-to-month,No,20.35,12.0,🟢 Low risk
0345-XMMUG,46,Two year,Fiber optic,108.9,12.0,🟢 Low risk
8457-XIGKN,20,Month-to-month,No,19.6,12.0,🟢 Low risk
5160-UXJED,17,One year,DSL,44.6,12.0,🟢 Low risk
1304-SEGFY,72,Two year,Fiber optic,97.85,12.0,🟢 Low risk
2717-HVIZY,8,Month-to-month,No,20.05,12.0,🟢 Low risk
4054-CUMIA,18,Month-to-month,No,20.25,12.0,🟢 Low risk
4694-PHWFW,8,Month-to-month,No,19.95,12.0,🟢 Low risk
2212-LYASK,27,One year,DSL,45.85,12.0,🟢 Low risk
3137-NYQQI,17,One year,DSL,64.8,12.0,🟢 Low risk
6297-NOOPG,70,Two year,Fiber optic,110.5,12.0,🟢 Low risk
2202-OUTMO,34,Month-to-month,DSL,60.85,12.0,🟢 Low risk
2882-DDZPG,12,Month-to-month,No,19.45,11.9,🟢 Low risk
9391-LMANN,53,One year,Fiber optic,95.95,11.9,🟢 Low risk
4903-CNOZC,29,One year,DSL,70.9,11.9,🟢 Low risk
7228-PAQPD,14,One year,DSL,59.1,11.9,🟢 Low risk
7459-IMVYU,38,Month-to-month,DSL,69.95,11.9,🟢 Low risk
3999-WRNGR,60,Month-to-month,DSL,49.75,11.9,🟢 Low risk
4476-OSWTN,69,One year,Fiber optic,110.55,11.9,🟢 Low risk
6603-QWSPR,46,Two year,Fiber optic,104.4,11.9,🟢 Low risk
8467-WYNSR,22,Month-to-month,DSL,55.1,11.9,🟢 Low risk
5025-GOOKI,20,Month-to-month,No,18.9,11.9,🟢 Low risk
6778-JFCMK,24,One year,DSL,50.6,11.8,🟢 Low risk
